player_id,player_name,ev_avg,la_avg,barrel_pct,xba,xwoba
802139,"Wetherholt, JJ",90.6,16.1,7.8,0.255,0.356
545121,"Vargas, Ildemaro",86.7,11.1,3.9,0.282,0.309
678246,"Vargas, Miguel",89.9,19.6,13.8,0.27,0.398
701398,"Stewart, Sal",90.7,14.2,14.4,0.257,0.361
682928,"Abrams, CJ",90.1,16.9,10.4,0.266,0.357
656305,"Chapman, Matt",88.3,10.4,7.0,0.222,0.299
693304,"Gonzales, Nick",85.7,6.4,3.0,0.3,0.334
543760,"Semien, Marcus",86.4,18.5,9.0,0.261,0.323
621493,"Ward, Taylor",89.7,14.1,4.5,0.258,0.357
642715,"Adames, Willy",89.0,22.4,9.0,0.222,0.292
691016,"Soderstrom, Tyler",89.9,12.9,11.1,0.247,0.335
668227,"Arozarena, Randy",91.7,7.7,7.6,0.271,0.353
807712,"Keaschall, Luke",84.7,17.1,3.0,0.228,0.288
805367,"Meidroth, Chase",87.7,7.2,5.1,0.234,0.295
691023,"Walker, Jordan",94.5,13.5,13.8,0.284,0.372
677587,"Rocchio, Brayan",86.8,11.7,3.1,0.256,0.317
691718,"Crow-Armstrong, Pete",91.4,19.6,11.3,0.261,0.357
663656,"Tucker, Kyle",88.8,15.9,5.2,0.246,0.323
547180,"Harper, Bryce",90.3,12.4,12.9,0.285,0.406
671739,"Harris II, Michael",92.4,11.5,15.0,0.306,0.383
592518,"Machado, Manny",89.8,10.7,8.8,0.227,0.305
670623,"Paredes, Isaac",87.1,24.2,6.8,0.241,0.323
668804,"Reynolds, Bryan",91.1,5.5,9.9,0.261,0.369
682998,"Carroll, Corbin",91.9,13.3,13.1,0.27,0.37
701538,"Merrill, Jackson",90.0,14.5,9.9,0.24,0.316
605137,"Bell, Josh",89.5,12.7,10.0,0.237,0.304
646240,"Devers, Rafael",91.9,13.5,9.5,0.217,0.291
683737,"Busch, Michael",88.7,15.3,11.6,0.241,0.353
687859,"Johnston, Troy",89.3,13.4,2.7,0.291,0.332
686217,"Frelick, Sal",85.9,8.3,2.1,0.238,0.281
593428,"Bogaerts, Xander",88.0,7.6,7.0,0.252,0.323
701807,"Benge, Carson",90.0,10.7,9.1,0.284,0.35
678882,"Rafaela, Ceddanne",86.8,10.3,6.5,0.247,0.299
671277,"García Jr., Luis",92.3,10.4,8.1,0.282,0.328
687462,"Horwitz, Spencer",86.3,16.5,7.6,0.228,0.328
669394,"Burger, Jake",90.1,11.7,9.8,0.243,0.31
663757,"Grisham, Trent",90.7,17.0,12.0,0.258,0.36
681082,"Stott, Bryson",89.7,15.7,7.1,0.256,0.311
664040,"Lowe, Brandon",90.2,16.9,12.0,0.246,0.351
660271,"Ohtani, Shohei",93.8,13.0,17.0,0.3,0.425
693307,"Dingler, Dillon",90.9,17.4,13.2,0.291,0.396
668715,"Steer, Spencer",89.5,16.5,12.7,0.264,0.363
665926,"Giménez, Andrés",86.0,10.6,3.3,0.22,0.259
621439,"Buxton, Byron",90.8,21.7,19.0,0.246,0.349
666018,"Aranda, Jonathan",90.8,14.2,12.3,0.267,0.374
691026,"Winn, Masyn",87.0,12.5,3.4,0.248,0.299
680776,"Duran, Jarren",90.2,14.2,11.2,0.229,0.293
669016,"Marsh, Brandon",90.1,12.8,7.3,0.291,0.332
682657,"Martínez, Angel",87.9,14.4,7.9,0.253,0.306
643446,"McNeil, Jeff",86.3,13.2,1.1,0.266,0.304
663586,"Riley, Austin",90.8,19.7,10.2,0.208,0.302
700250,"Rice, Ben",92.0,13.7,15.3,0.283,0.389
695578,"Wood, James",95.7,10.4,25.0,0.284,0.438
668930,"Turang, Brice",90.7,7.8,8.5,0.255,0.36
696285,"Young, Jacob",89.3,12.0,6.9,0.261,0.31
805300,"Marsee, Jakob",86.6,18.9,3.4,0.22,0.306
682985,"Greene, Riley",91.4,16.4,13.2,0.26,0.359
687263,"Neto, Zach",89.6,22.2,11.5,0.2,0.311
545361,"Trout, Mike",91.4,19.7,20.7,0.258,0.41
702332,"Durbin, Caleb",85.2,9.2,2.9,0.236,0.279
571448,"Arenado, Nolan",85.3,19.4,6.4,0.243,0.308
575929,"Contreras, Willson",90.2,17.0,14.0,0.271,0.389
694384,"Schanuel, Nolan",87.0,9.9,2.9,0.274,0.321
665742,"Soto, Juan",93.0,15.3,16.0,0.302,0.423
678662,"Tovar, Ezequiel",88.1,15.9,8.3,0.234,0.296
680574,"McLain, Matt",88.6,20.4,10.1,0.237,0.331
701358,"Smith, Cam",89.7,10.9,13.2,0.246,0.337
662139,"Varsho, Daulton",86.0,13.7,6.0,0.252,0.304
656775,"Mullins, Cedric",88.4,29.0,3.6,0.189,0.267
650859,"Rengifo, Luis",87.7,3.8,4.8,0.25,0.296
665862,"Chisholm Jr., Jazz",90.0,15.1,8.5,0.214,0.301
621020,"Swanson, Dansby",89.0,17.1,6.7,0.189,0.283
