player_id,player_name,ev_avg,la_avg,barrel_pct,xba,xwoba
663767,"Shugart, Chase",87.1,12.5,7.0,0.213,0.301
680604,"Castaño, Blas",92.7,7.6,10.5,0.292,0.376
688883,"Pallette, Peyton",89.5,16.1,7.1,0.25,0.357
688107,"Gasser, Robert",86.7,25.8,8.9,0.197,0.302
674370,"Bido, Osvaldo",88.5,18.7,8.9,0.273,0.377
687377,"Ribalta, Orlando",83.2,17.2,5.4,0.19,0.267
676477,"Whitlock, Garrett",87.6,12.9,7.3,0.249,0.308
650556,"Abreu, Bryan",92.4,13.8,9.1,0.21,0.361
663423,"Thornton, Trent",90.2,8.0,9.3,0.265,0.349
676254,"Walker, Ryan",83.6,5.7,5.6,0.245,0.318
663855,"Hicks, Jordan",91.1,12.4,1.9,0.249,0.33
681892,"Funderburk, Kody",86.7,7.1,3.7,0.24,0.35
701656,"Henderson, Logan",87.0,25.3,9.3,0.218,0.27
552640,"Kittredge, Andrew",86.8,4.8,5.7,0.25,0.281
607481,"Bummer, Aaron",93.6,14.2,15.1,0.264,0.387
680744,"Madden, Ty",88.1,14.8,7.5,0.206,0.269
691951,"Aldegheri, Sam",86.7,22.5,5.8,0.236,0.305
641312,"Anderson, Shaun",87.0,12.7,7.7,0.287,0.369
687562,"Bennett, Jake",89.8,10.2,7.7,0.264,0.318
642207,"Williams, Devin",88.5,16.9,7.7,0.189,0.272
683742,"Franco, Jose",87.3,20.5,11.5,0.232,0.355
673929,"Leasure, Jordan",92.4,26.9,25.0,0.269,0.406
669165,"Hurt, Kyle",90.1,11.8,5.9,0.211,0.281
674444,"Cruz, Steven",88.9,17.6,13.7,0.229,0.32
696062,"Dotel, Wilber",93.4,15.9,5.9,0.236,0.322
661395,"Duran, Jhoan",92.1,0.9,5.9,0.205,0.242
622088,"Antone, Tejay",89.3,13.0,5.9,0.229,0.292
690925,"Beeter, Clayton",90.1,3.5,5.9,0.185,0.301
641401,"Brogdon, Connor",91.6,19.3,14.0,0.259,0.345
606996,"Hart, Kyle",85.7,6.5,4.0,0.232,0.302
573009,"Mantiply, Joe",90.5,3.5,10.0,0.266,0.332
681911,"Vesia, Alex",86.7,21.2,4.0,0.17,0.244
688158,"Morgan, David",86.5,8.2,2.0,0.215,0.294
642100,"Speier, Gabe",87.4,14.1,10.0,0.229,0.307
